generation,N_shifts,logPrior,logLik,eventRate,acceptRate
41000000,2,17.3192,98.0409,0.655021,0.309155
41100000,2,16.1329,103.203,1.12476,0.315562
41200000,4,28.5132,97.1011,1.41862,0.32967
41300000,3,15.2113,106.976,1.96679,0.315589
41400000,2,15.9325,102.272,0.64333,0.319415
41500000,10,47.7699,87.6391,10.2751,0.321873
41600000,6,35.4167,102.804,2.07645,0.320996
41700000,4,27.3495,89.187,0.792557,0.314251
41800000,3,17.9022,103.43,0.865368,0.318821
41900000,2,14.9651,101.139,1.03369,0.310425
42000000,2,16.8072,95.8787,0.651944,0.309357
42100000,3,23.1039,95.71,0.47258,0.324915
42200000,4,27.9575,92.2483,1.60455,0.313945
42300000,5,31.5144,97.946,0.921405,0.312633
42400000,2,15.8727,94.4955,0.912752,0.322322
42500000,4,24.6194,88.3936,1.29681,0.316922
42600000,4,26.0963,82.5603,3.21818,0.312431
42700000,4,24.1774,86.3455,3.38855,0.318356
42800000,2,15.4524,84.8753,1.48876,0.320884
42900000,3,16.5772,99.1234,3.71981,0.31923
43000000,2,14.4022,99.0698,2.21812,0.32058
43100000,4,22.2973,97.3532,4.95859,0.33445
43200000,3,14.7776,98.343,1.949,0.323273
43300000,5,30.7076,111.637,2.87688,0.31991
43400000,2,14.8588,101.624,1.05805,0.321298
43500000,2,16.8431,86.5317,1.36595,0.320373
43600000,4,25.0407,97.5903,4.28264,0.32124
43700000,2,15.6387,96.9693,1.13775,0.32045
43800000,3,20.3957,81.2514,1.54032,0.320467
43900000,3,20.2375,106.066,1.68595,0.321227
44000000,4,21.2672,92.3048,7.46305,0.317925
44100000,2,16.9147,85.3536,1.52456,0.321627
44200000,4,20.0905,102.542,1.97929,0.31453
44300000,5,31.4119,86.709,3.25119,0.313374
44400000,4,26.4328,93.7318,2.29563,0.314527
44500000,3,21.2098,93.2149,1.34293,0.32289
44600000,2,9.22459,95.3613,0.5855,0.32078
44700000,2,12.6593,91.8384,0.888542,0.323041
44800000,2,15.2953,93.3439,1.33697,0.318247
44900000,3,18.0295,93.7114,1.69327,0.32195
45000000,5,30.7488,86.8268,4.44038,0.318737
45100000,2,11.9796,106.919,1.49866,0.317973
45200000,6,36.9304,86.0559,3.55978,0.315073
45300000,2,15.6097,88.5617,1.23753,0.315572
45400000,3,19.3615,107.568,1.38422,0.318155
45500000,4,26.3584,101.453,0.94796,0.317695
45600000,5,34.8631,100.774,0.927563,0.317348
45700000,4,24.3512,92.684,2.45261,0.312376
45800000,4,24.3028,109.094,2.0339,0.311516
45900000,3,22.6651,98.5703,1.03061,0.31235
46000000,4,22.1442,103.56,3.54324,0.31626
46100000,6,35.8108,100.828,2.66407,0.31548
46200000,4,26.9315,84.9751,2.11422,0.313557
46300000,7,45.8487,69.2612,4.28441,0.323
46400000,3,19.2664,92.2241,2.45902,0.324808
46500000,2,14.7956,90.4808,1.13294,0.322813
46600000,6,39.3232,95.4642,2.81332,0.30551
46700000,7,40.917,100.075,5.94356,0.314856
46800000,8,47.69,105.699,4.82722,0.31198
46900000,4,20.652,103.405,4.28141,0.315991
47000000,5,32.5326,89.6685,2.31468,0.314535
47100000,2,15.9238,91.4041,2.24971,0.316352
47200000,2,15.9567,110.262,1.10684,0.317255
47300000,3,20.0125,91.0252,1.80929,0.330915
47400000,3,19.32,98.9532,2.37277,0.315097
47500000,3,16.4894,106.556,1.9699,0.31511
47600000,4,22.2302,96.3448,4.36351,0.316053
47700000,4,24.9369,99.0625,4.57818,0.31556
47800000,3,18.7734,99.407,2.73095,0.316845
47900000,3,20.0731,101.914,1.51716,0.316831
48000000,4,27.9652,89.2828,1.56327,0.315203
48100000,2,16.0844,91.0995,1.35251,0.317232
48200000,6,36.1438,98.1068,3.58783,0.321362
48300000,4,23.3936,106.485,3.22786,0.326182
48400000,6,29.6926,102.527,4.58234,0.30689
48500000,4,28.9786,109.664,2.62675,0.32124
48600000,7,41.3538,94.9279,2.96026,0.317491
48700000,7,45.7868,93.4144,1.89365,0.317944
48800000,5,31.8437,118.352,2.30911,0.31387
48900000,5,29.0604,116.931,3.00334,0.308747
49000000,5,32.725,111.128,2.53783,0.31403
49100000,6,35.9343,116.308,3.22788,0.31214
49200000,9,52.0996,103.658,6.74852,0.319567
49300000,5,32.6552,84.4339,3.03248,0.318014
49400000,6,37.54,106.207,3.41161,0.31375
49500000,2,12.656,103.854,3.43914,0.31205
49600000,4,25.17,98.0366,2.51439,0.317005
49700000,6,36.0044,92.895,2.74575,0.31425
49800000,4,24.8906,111.056,1.23515,0.314098
49900000,3,23.1429,87.7453,1.77241,0.323325
50000000,3,16.5795,98.0262,2.03841,0.323433
50100000,7,41.9011,117.028,2.83482,0.31701
50200000,2,14.8012,95.8304,3.01067,0.31511
50300000,2,15.6544,89.9695,0.648956,0.323433
50400000,5,27.6234,78.0946,5.33282,0.325247
50500000,2,16.7111,89.6851,0.295651,0.33705
50600000,5,31.9586,95.6861,2.91216,0.322395
