generation,N_shifts,logPrior,logLik,eventRate,acceptRate
84300000,2,19.3983,127.133,0.988845,0.39604
84400000,4,28.0084,147.798,3.54892,0.38595
84500000,2,14.7645,140.242,2.05409,0.385336
84600000,3,27.2289,142.413,2.68109,0.384358
84700000,6,48.2582,135.466,2.33328,0.390341
84800000,2,18.575,123.325,0.582538,0.391261
84900000,3,28.4068,134.572,0.625245,0.410963
85000000,4,30.1597,127.269,2.29013,0.36755
85100000,2,21.4686,130.798,0.868168,0.390819
85200000,8,49.4615,134.437,5.01959,0.396468
85300000,8,62.6928,140.349,5.29893,0.42076
85400000,2,18.0596,131.794,1.01272,0.391575
85500000,5,38.1007,135.481,2.37792,0.3916
85600000,1,8.22763,122.887,0.286516,0.39773
85700000,2,19.7958,144.927,1.72283,0.397513
85800000,4,32.6926,131.135,1.60673,0.416367
85900000,3,27.1264,132.75,1.68785,0.393246
86000000,4,33.1548,117.565,4.08224,0.393491
86100000,6,40.114,140.773,4.20573,0.39904
86200000,6,40.9405,136.433,2.74813,0.392387
86300000,6,48.5761,146.855,4.08321,0.380055
86400000,5,36.5503,136.631,4.24442,0.393283
86500000,5,41.1262,134.671,2.68751,0.394748
86600000,6,41.4276,137.935,1.98386,0.39072
86700000,5,41.7807,147.428,1.31275,0.390903
86800000,4,29.3049,134.662,5.70716,0.386084
86900000,3,27.8331,126.192,2.65627,0.393531
87000000,8,60.0483,138.391,6.46131,0.393936
87100000,7,50.1005,144.495,2.86292,0.379975
87200000,5,37.0295,147.087,1.90046,0.37894
87300000,5,42.167,129.801,0.502232,0.398642
87400000,6,43.5474,135.458,4.57422,0.39791
87500000,6,44.5711,129.202,3.13977,0.411482
87600000,4,35.9419,116.003,1.25426,0.385433
87700000,4,34.3136,150.87,0.843827,0.388185
87800000,4,30.1291,134.052,1.71429,0.408039
87900000,3,27.556,114.586,1.58685,0.38593
88000000,2,19.0615,142.193,2.40657,0.394239
88100000,4,32.392,144.392,2.65312,0.390901
88200000,1,13.9486,116.926,2.0427,0.395753
88300000,7,45.7298,152.253,3.13974,0.390037
88400000,5,37.6588,134.961,3.41142,0.39775
88500000,3,28.8169,127.501,1.07984,0.394305
88600000,3,23.9423,133.271,3.019,0.398087
88700000,4,35.4144,114.154,1.45631,0.41468
88800000,2,18.4565,106.043,2.57451,0.398201
88900000,3,23.5667,133.463,1.67584,0.390357
89000000,3,24.9325,141.183,2.73773,0.389929
89100000,2,18.6033,131.562,1.47065,0.409527
89200000,3,25.6786,132.874,3.60362,0.40048
89300000,7,46.473,137.406,6.78502,0.388622
89400000,2,16.6865,116.867,1.05886,0.392206
89500000,5,37.8417,140.613,3.80945,0.412187
89600000,5,35.4016,117.232,3.25649,0.392696
89700000,2,15.2656,136.145,2.70434,0.389933
89800000,3,26.6384,137.39,1.9038,0.3766
89900000,10,66.8976,147.596,7.8324,0.369555
90000000,4,27.2595,134.739,4.14399,0.370093
90100000,3,23.4363,130.526,4.07644,0.3954
90200000,7,50.4472,138.782,2.93471,0.3862
90300000,3,25.4493,145.882,2.8445,0.392012
90400000,4,35.3501,129.678,1.22095,0.389507
90500000,5,39.5968,138.11,3.43601,0.399695
90600000,4,35.4727,120.176,1.63186,0.398951
90700000,5,42.7016,125.795,0.615427,0.382371
90800000,4,35.0178,125.163,1.50987,0.41141
90900000,0,7.90775,92.0685,0.126592,0.390342
91000000,3,21.1165,124.173,1.78575,0.40618
91100000,5,39.2662,131.769,2.31974,0.423096
91200000,5,39.9472,143.812,1.75282,0.390372
91300000,2,19.1226,136.872,1.50393,0.386142
91400000,5,39.3492,135.791,4.80373,0.385051
91500000,2,19.1296,122.889,1.35205,0.386457
91600000,6,41.5684,135.294,5.85148,0.384477
91700000,2,18.889,127.173,1.24725,0.40095
91800000,2,16.9253,121.218,0.607247,0.410657
91900000,5,39.1475,131.069,3.12837,0.408409
92000000,3,23.5159,126.867,1.30598,0.39517
92100000,3,23.6682,127.091,2.71681,0.39395
92200000,1,15.5449,114.852,0.256224,0.40773
92300000,2,21.1586,137.296,1.54666,0.397455
92400000,3,26.3184,123.591,2.50301,0.39749
92500000,1,12.6807,120.101,0.996095,0.383594
92600000,5,39.8381,119.449,2.28778,0.418384
92700000,2,19.9593,123.252,0.772911,0.399707
92800000,10,70.3309,136.786,6.53876,0.384409
92900000,3,24.0238,124.434,1.30489,0.390408
93000000,3,24.3714,139.297,1.61775,0.384513
93100000,4,27.1775,128.74,3.66451,0.36688
93200000,4,34.0696,118.949,1.20856,0.3764
93300000,3,28.4195,137.96,1.15263,0.38728
93400000,3,22.8185,138.733,2.00664,0.417164
93500000,5,37.0938,123.783,3.31683,0.388289
