generation,N_shifts,logPrior,logLik,eventRate,acceptRate
38800000,4,20.4893,27.4713,1.77906,0.252478
38900000,3,12.931,28.2771,1.58474,0.256566
39000000,8,36.4804,44.021,5.02242,0.247261
39100000,7,26.6457,37.873,4.95427,0.2418
39200000,4,21.5201,48.9814,1.73965,0.243965
39300000,4,15.8029,37.111,3.30991,0.251425
39400000,4,21.737,24.0578,0.928418,0.253115
39500000,8,34.1676,49.5711,5.52788,0.252821
39600000,7,30.7205,24.0464,2.78983,0.252192
39700000,7,31.4598,23.865,3.28077,0.270468
39800000,6,23.0624,21.563,1.93292,0.270394
39900000,6,27.0661,25.458,2.6735,0.250883
40000000,4,19.5997,23.7815,1.23106,0.252628
40100000,7,33.002,17.3158,5.06549,0.258668
40200000,9,31.968,16.0555,9.14764,0.261283
40300000,6,25.8402,29.277,3.95582,0.25235
40400000,3,15.9778,22.694,2.15688,0.25783
40500000,3,15.8193,21.6779,2.02152,0.257398
40600000,11,45.3755,26.2657,6.62299,0.258757
40700000,5,19.1068,37.0721,4.67671,0.25505
40800000,5,17.4896,28.3392,4.46523,0.258107
40900000,6,25.9772,31.2087,3.74138,0.24218
41000000,7,34.1277,18.9755,2.61268,0.265356
41100000,5,21.0676,29.3673,3.23736,0.247247
41200000,7,28.5786,25.0918,4.18693,0.26707
41300000,5,22.4599,10.4245,1.00641,0.26603
41400000,4,22.2857,23.0966,1.87767,0.26201
41500000,6,28.5174,31.2902,1.6757,0.275609
41600000,7,30.6717,8.45655,3.98938,0.243305
41700000,7,29.5202,28.1353,4.94722,0.270959
41800000,3,17.7275,39.4301,1.75474,0.255099
41900000,7,27.2737,5.93269,6.26201,0.250554
42000000,4,18.7255,54.2656,2.35676,0.25445
42100000,8,28.8696,34.8683,6.02,0.264205
42200000,3,19.3318,14.374,0.588645,0.264546
42300000,9,33.0816,33.0217,5.59976,0.262405
42400000,7,32.0267,31.0834,2.34396,0.252355
42500000,5,25.6538,40.2737,4.28865,0.259877
42600000,3,17.513,7.69512,1.46698,0.245837
42700000,6,29.8877,20.3527,1.59511,0.249943
42800000,8,38.8806,39.8792,2.58882,0.253197
42900000,7,23.6577,48.2986,3.85256,0.250093
43000000,7,31.9025,29.1047,3.23787,0.23647
43100000,5,24.4676,24.9924,1.06537,0.252669
43200000,6,28.4438,22.8501,1.40333,0.254365
43300000,10,43.5559,42.2822,6.46401,0.247663
43400000,8,35.2944,33.6433,3.58869,0.26073
43500000,4,14.9949,28.1269,4.42199,0.253851
43600000,3,15.2923,27.9455,1.35396,0.263735
43700000,5,22.7027,18.4019,2.74692,0.255435
43800000,8,34.86,28.3852,4.18794,0.259083
43900000,5,25.4647,11.6017,2.06663,0.255472
44000000,4,18.9587,33.2271,3.07534,0.252136
44100000,9,42.8994,46.2679,2.98794,0.250193
44200000,6,24.8575,31.4144,5.06272,0.24501
44300000,7,28.3716,23.9911,3.5806,0.247586
44400000,6,23.7358,32.326,5.64793,0.252323
44500000,6,28.0249,35.9164,2.28935,0.249896
44600000,5,22.6618,26.8416,2.12076,0.253911
44700000,6,21.5241,20.7959,4.35416,0.24765
44800000,3,16.8343,27.9893,2.83747,0.252171
44900000,10,43.8224,27.4953,3.12381,0.24738
45000000,2,13.3751,16.4881,1.64483,0.25293
45100000,5,20.8489,8.63941,1.87761,0.256022
45200000,6,25.4453,15.7342,2.76316,0.26849
45300000,4,17.1995,18.9199,3.57804,0.255556
45400000,4,14.0711,28.3173,3.46847,0.259597
45500000,6,30.3172,34.3154,2.06437,0.247863
45600000,3,10.6548,31.6027,2.44461,0.257368
45700000,5,20.515,36.1583,3.14602,0.25216
45800000,3,17.0142,28.392,1.14545,0.2459
45900000,6,27.2833,43.648,2.08388,0.249298
46000000,2,10.8313,24.1904,1.66576,0.24813
46100000,7,30.8959,22.3179,3.76897,0.242448
46200000,3,14.2532,25.1591,2.55336,0.241965
46300000,6,27.6341,36.4137,4.70403,0.24757
46400000,4,17.8111,17.8748,1.94584,0.255397
46500000,6,25.6975,22.154,3.01486,0.253517
46600000,3,18.7152,28.4866,0.507384,0.254509
46700000,4,16.5508,22.8135,1.10931,0.257969
46800000,7,27.0062,36.3093,4.36834,0.26281
46900000,3,16.7768,6.89062,1.85657,0.256489
47000000,4,15.8733,22.7723,2.56542,0.244785
47100000,3,12.8112,14.3952,2.63002,0.248248
47200000,7,32.3137,0.48389,2.60517,0.256059
47300000,6,28.5925,30.7726,1.76425,0.254456
47400000,4,18.8761,27.4159,3.78652,0.254067
47500000,4,21.446,26.6991,0.842154,0.254308
47600000,3,15.492,27.5605,0.521635,0.25536
47700000,3,14.1388,28.6233,1.37034,0.251967
